"Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
369,"21st Amendment Brewery","San Francisco","CA","Hell or High Watermelon Wheat (2009)",801,0.049,17,"Fruit / Vegetable Beer",12
369,"21st Amendment Brewery","San Francisco","CA","21st Amendment Watermelon Wheat Beer (2006)",800,0.049,17,"Fruit / Vegetable Beer",12
369,"21st Amendment Brewery","San Francisco","CA","Bitter American (2011)",353,0.044,42,"American Pale Ale (APA)",12
369,"21st Amendment Brewery","San Francisco","CA","Monk's Blood",11,0.083,35,"Belgian Dark Ale",12
369,"21st Amendment Brewery","San Francisco","CA","Fireside Chat",1024,0.079,45,"Winter Warmer",12
369,"21st Amendment Brewery","San Francisco","CA","Marooned On Hog Island",976,0.079,NA,"American Stout",12
369,"21st Amendment Brewery","San Francisco","CA","Brew Free! or Die IPA (2008)",797,0.07,70,"American IPA",12
369,"21st Amendment Brewery","San Francisco","CA","Hell or High Watermelon Wheat",9,0.049,17,"Fruit / Vegetable Beer",12
369,"21st Amendment Brewery","San Francisco","CA","Brew Free! or Die IPA (2009)",796,0.07,70,"American IPA",12
369,"21st Amendment Brewery","San Francisco","CA","Fireside Chat (2010)",321,0.079,45,"Winter Warmer",12
369,"21st Amendment Brewery","San Francisco","CA","Brew Free! or Die IPA",10,0.07,65,"American IPA",12
369,"21st Amendment Brewery","San Francisco","CA","He Said Belgian-Style Tripel",1592,0.082,NA,"Tripel",12
369,"21st Amendment Brewery","San Francisco","CA","Special Edition: Allies Win The War!",531,0.085,52,"English Strong Ale",12
369,"21st Amendment Brewery","San Francisco","CA","Back in Black",173,0.068,65,"American Black Ale",12
369,"21st Amendment Brewery","San Francisco","CA","Hop Crisis",432,0.097,94,"American Double / Imperial IPA",12
369,"21st Amendment Brewery","San Francisco","CA","Lower De Boom",1036,0.099,92,"American Barleywine",8.4
369,"21st Amendment Brewery","San Francisco","CA","He Said Baltic-Style Porter",1593,0.082,NA,"Baltic Porter",12
369,"21st Amendment Brewery","San Francisco","CA","21st Amendment IPA (2006)",799,0.07,70,"American IPA",12
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Pumpkin Patch Ale (2012)",1014,0.05,NA,"Pumpkin Ale",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","River Runners Pale Ale",1110,0.06,NA,"American Pale Ale (APA)",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Mountain Fairy Raspberry Wheat",911,0.055,NA,"Fruit / Vegetable Beer",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Boater Beer",680,0.045,NA,"German Pilsener",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Crank Yanker IPA",1382,0.078,74,"American IPA",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Pumpkin Patch Ale",1590,0.05,NA,"Pumpkin Ale",16
370,"Eddyline Brewery & Restaurant","Buena Vista","CO","Crank Yanker IPA (2011)",395,0.078,74,"American IPA",16
371,"Pizza Port Brewing Company","Carlsbad","CA","Chronic Ale",1457,0.049,NA,"American Amber / Red Ale",16
371,"Pizza Port Brewing Company","Carlsbad","CA","PONTO S.I.P.A.",1589,0.045,NA,"American IPA",16
371,"Pizza Port Brewing Company","Carlsbad","CA","Swami's India Pale Ale",1191,0.068,NA,"American IPA",16
372,"Sly Fox Brewing Company","Pottstown","PA","Pikeland Pils",21,0.049,44,"German Pilsener",12
372,"Sly Fox Brewing Company","Pottstown","PA","Oktoberfest Lager",166,0.058,25,"Märzen / Oktoberfest",12
372,"Sly Fox Brewing Company","Pottstown","PA","113 IPA",24,0.07,113,"American IPA",12
372,"Sly Fox Brewing Company","Pottstown","PA","Phoenix Pale Ale",20,0.051,40,"American Pale Ale (APA)",12
372,"Sly Fox Brewing Company","Pottstown","PA","Sly Fox Christmas Ale 2013",1588,0.055,16,"Winter Warmer",12
372,"Sly Fox Brewing Company","Pottstown","PA","Dunkel Lager",23,0.053,21,"Munich Dunkel Lager",12
372,"Sly Fox Brewing Company","Pottstown","PA","Royal Weisse Ale",22,0.056,11,"Hefeweizen",12
372,"Sly Fox Brewing Company","Pottstown","PA","Odyssey Imperial IPA",894,0.084,90,"American Double / Imperial IPA",12
372,"Sly Fox Brewing Company","Pottstown","PA","Grisette",1363,0.056,25,"Grisette",12
372,"Sly Fox Brewing Company","Pottstown","PA","Helles Golden Lager",1123,0.049,18,"Munich Helles Lager",12
372,"Sly Fox Brewing Company","Pottstown","PA","Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,"Winter Warmer",12
372,"Sly Fox Brewing Company","Pottstown","PA","360° India Pale Ale",1211,0.062,NA,"American IPA",12
373,"Spring House Brewing Company","Conestoga","PA","Seven Gates Pale Ale",1587,0.056,NA,"American Pale Ale (APA)",12
374,"7venth Sun","Dunedin","FL","Wolfman's Berliner",1583,0.038,NA,"Berliner Weissbier",12
375,"Astoria Brewing Company","Astoria","OR","Trolley Stop Stout",1580,0.057,40,"American Stout",12
375,"Astoria Brewing Company","Astoria","OR","Bitter Bitch Imperial IPA",980,0.082,138,"American Double / Imperial IPA",12
375,"Astoria Brewing Company","Astoria","OR","Poop Deck Porter",979,0.062,35,"American Porter",12
375,"Astoria Brewing Company","Astoria","OR","Old Red Beard Amber Ale",978,0.06,35,"American Amber / Red Ale",12
376,"Maui Brewing Company","Lahaina","HI","La Perouse White",547,0.05,12,"Witbier",12
376,"Maui Brewing Company","Lahaina","HI","Lemongrass Saison",1271,0.05,NA,"Saison / Farmhouse Ale",12
376,"Maui Brewing Company","Lahaina","HI","Liquid Breadfruit",712,0.082,NA,"Fruit / Vegetable Beer",12
376,"Maui Brewing Company","Lahaina","HI","Sobrehumano Palena'ole",690,0.06,24,"American Amber / Red Ale",12
376,"Maui Brewing Company","Lahaina","HI","Lahaina Town Brown",1578,0.051,20,"American Brown Ale",12
376,"Maui Brewing Company","Lahaina","HI","Pau Hana Pilsner",1429,0.055,NA,"Czech Pilsener",12
376,"Maui Brewing Company","Lahaina","HI","Flyin' HI.P.Hay",435,0.068,68,"American IPA",12
376,"Maui Brewing Company","Lahaina","HI","Mana Wheat",313,0.055,15,"American Pale Wheat Ale",12
376,"Maui Brewing Company","Lahaina","HI","Bikini Blonde Lager",33,0.045,18,"Munich Helles Lager",12
376,"Maui Brewing Company","Lahaina","HI","Aloha B’ak’tun",713,0.07,NA,"Belgian Strong Dark Ale",12
376,"Maui Brewing Company","Lahaina","HI","Big Swell IPA",31,0.062,65,"American IPA",12
376,"Maui Brewing Company","Lahaina","HI","CoCoNut Porter",32,0.057,30,"American Porter",12
377,"RoughTail Brewing Company","Midwest City","OK","12th Round",1577,0.076,78,"American Strong Ale",16
377,"RoughTail Brewing Company","Midwest City","OK","Polar Night Stout",1575,0.08,NA,"American Stout",16
377,"RoughTail Brewing Company","Midwest City","OK","RoughTail IPA",1576,0.07,80,"American IPA",16
378,"Lucette Brewing Company","Menominee","WI","Slow Hand Stout",1571,0.052,29,"American Stout",16
379,"Bold City Brewery","Jacksonville","FL","Duke's Cold Nose Brown Ale",1188,0.06,NA,"American Brown Ale",12
379,"Bold City Brewery","Jacksonville","FL","Killer Whale Cream Ale",1568,0.055,NA,"Cream Ale",12
379,"Bold City Brewery","Jacksonville","FL","Mad Manatee IPA",1569,0.065,NA,"American IPA",12
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Leaning Chimney Smoked Porter",984,0.06,34,"American Porter",16
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Hazy Day Belgian-Style Wit",1186,0.04,20,"Witbier",16
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Flagship Ale",631,0.049,22,"Cream Ale",12
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Autumn Winds",1567,0.058,NA,"Märzen / Oktoberfest",16
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Bring Back the Beach Blonde Ale",1185,0.055,NA,"American Blonde Ale",16
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Flying Jenny Extra Pale Ale (2012)",693,0.06,54,"American Pale Ale (APA)",12
380,"Grey Sail Brewing of Rhode Island","Westerly","RI","Flying Jenny Extra Pale Ale",1505,0.06,54,"American Pale Ale (APA)",12
381,"Blue Blood Brewing Company","Lincoln","NE","Pernicious Double IPA",1319,0.096,NA,"American Double / Imperial IPA",12
381,"Blue Blood Brewing Company","Lincoln","NE","6-4-3 Double Play Pilsner",1303,0.052,NA,"German Pilsener",12
381,"Blue Blood Brewing Company","Lincoln","NE","1335 Wicked Snout",942,0.064,NA,"Saison / Farmhouse Ale",12
381,"Blue Blood Brewing Company","Lincoln","NE","Brewerhood Brown Ale",1321,0.055,NA,"American Brown Ale",12
381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"Blue Blood Brewing Company","Lincoln","NE","Last Call Imperial Amber Ale",1320,0.08,NA,"American Amber / Red Ale",12
381,"Blue Blood Brewing Company","Lincoln","NE","543 Skull Creek Fresh Hopped Pale Ale",937,0.045,NA,"American Pale Ale (APA)",12
381,"Blue Blood Brewing Company","Lincoln","NE","467 Ethan's Stout",1012,0.05,NA,"American Stout",12
381,"Blue Blood Brewing Company","Lincoln","NE","Double Play Pilsner",1541,NA,NA,"American Pilsner",12
381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"Blue Blood Brewing Company","Lincoln","NE","1800 Big Log Wheat (2012)",1564,0.05,NA,"American Pale Wheat Ale",12
381,"Blue Blood Brewing Company","Lincoln","NE","N Street Drive-In 50th Anniversary IPA",1025,NA,NA,"American Double / Imperial IPA",12
381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB",888,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"Blue Blood Brewing Company","Lincoln","NE","834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12
382,"Swashbuckler Brewing Company","Manheim","PA","Bermuda Triangle Ginger Beer",1554,0.045,NA,"Herbed / Spiced Beer",12
383,"Blue Mountain Brewery","Afton","VA","Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12
383,"Blue Mountain Brewery","Afton","VA","Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12
383,"Blue Mountain Brewery","Afton","VA","Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12
383,"Blue Mountain Brewery","Afton","VA","Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12
384,"Starr Hill Brewery","Crozet","VA","Festie",369,0.048,12,"Märzen / Oktoberfest",12
384,"Starr Hill Brewery","Crozet","VA","Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16
384,"Starr Hill Brewery","Crozet","VA","Starr Pils",1544,0.042,20,"German Pilsener",12
384,"Starr Hill Brewery","Crozet","VA","Northern Lights India Pale Ale",368,0.065,52,"American IPA",12
385,"Westbrook Brewing Company","Mt. Pleasant","SC","White Thai",576,0.05,16,"Witbier",12
385,"Westbrook Brewing Company","Mt. Pleasant","SC","One Claw",1542,0.055,NA,"American Pale Ale (APA)",12
385,"Westbrook Brewing Company","Mt. Pleasant","SC","Westbrook Gose",1312,0.04,5,"Gose",12
385,"Westbrook Brewing Company","Mt. Pleasant","SC","Westbrook IPA",575,0.068,65,"American IPA",12
386,"Shipyard Brewing Company","Portland","ME","Shipyard Export",727,0.051,NA,"American Blonde Ale",12
386,"Shipyard Brewing Company","Portland","ME","Shipyard Summer Ale",975,0.051,NA,"American Pale Wheat Ale",12
386,"Shipyard Brewing Company","Portland","ME","Monkey Fist IPA",1539,0.069,65,"American IPA",12
386,"Shipyard Brewing Company","Portland","ME","Pumpkinhead Ale",814,0.047,NA,"Pumpkin Ale",12
387,"Revolution Brewing","Paonia","CO","Colorado Red Ale",220,0.062,NA,"American Amber / Red Ale",12
387,"Revolution Brewing","Paonia","CO","Stout Ol' Friend (2012)",1075,0.064,NA,"American Stout",16
387,"Revolution Brewing","Paonia","CO","Miner's Gold",709,0.05,NA,"American Blonde Ale",16
387,"Revolution Brewing","Paonia","CO","Rye Porter",710,NA,NA,"American Porter",16
387,"Revolution Brewing","Paonia","CO","Vienna Lager",708,0.046,NA,"Vienna Lager",16
387,"Revolution Brewing","Paonia","CO","Miner's Gold",219,NA,NA,"American Blonde Ale",12
387,"Revolution Brewing","Paonia","CO","Jessie's Garage",706,0.056,NA,"American Pale Ale (APA)",16
387,"Revolution Brewing","Paonia","CO","Stout Ol' Friend",1538,0.064,NA,"American Stout",16
388,"Natian Brewery","Portland","OR","Undun Blonde Ale",1537,0.053,NA,"American Blonde Ale",16
388,"Natian Brewery","Portland","OR","Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,"American Double / Imperial IPA",16
388,"Natian Brewery","Portland","OR","Undun Blonde Ale (2012)",654,0.053,NA,"American Blonde Ale",16
388,"Natian Brewery","Portland","OR","Old Grogham Imperial India Pale Ale",1265,0.085,86,"American Double / Imperial IPA",16
388,"Natian Brewery","Portland","OR","CuDa Cascadian Dark Ale",1536,0.074,NA,"American Black Ale",16
388,"Natian Brewery","Portland","OR","CuDa Cascadian Dark Ale (2012)",746,0.074,NA,"American Black Ale",16
389,"Alltech's Lexington Brewing Company","Lexington","KY","Kentucky IPA",1149,0.065,NA,"American IPA",16
389,"Alltech's Lexington Brewing Company","Lexington","KY","Kentucky Kölsch",1535,0.043,NA,"Kölsch",16
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","Old Chub",1175,0.08,35,"Scottish Ale",12
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12
390,"Oskar Blues Brewery (North Carol...","Brevard","NC","Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12
391,"Orlison Brewing Company","Airway Heights","WA","Clem's Gold",1530,0.053,NA,"American Pale Lager",16
391,"Orlison Brewing Company","Airway Heights","WA","Orlison India Pale Lager",1528,0.067,NA,"American Pale Lager",16
391,"Orlison Brewing Company","Airway Heights","WA","Brünette",1527,0.042,NA,"Euro Dark Lager",16
391,"Orlison Brewing Company","Airway Heights","WA","Havanüther",1526,0.041,NA,"Light Lager",16
391,"Orlison Brewing Company","Airway Heights","WA","Lizzy's Red",1529,0.055,NA,"American Amber / Red Lager",16
392,"Breckenridge Brewery","Denver","CO","Avalanche Ale",83,0.054,19,"American Amber / Red Ale",12
392,"Breckenridge Brewery","Denver","CO","Lucky U IPA",193,0.062,68,"American IPA",12
392,"Breckenridge Brewery","Denver","CO","SummerBright Ale",397,0.045,15,"American Pale Wheat Ale",12
392,"Breckenridge Brewery","Denver","CO","Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Freestyle Pilsner",304,0.055,NA,"German Pilsener",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Imperial Java Stout",305,0.08,NA,"Russian Imperial Stout",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Santa Fe Oktoberfest",307,NA,NA,"Märzen / Oktoberfest",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Santa Fe Irish Red Ale",599,0.045,NA,"Irish Red Ale",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Black IPA",967,0.071,95,"American Black Ale",12
393,"Santa Fe Brewing Company","Santa Fe","NM","Happy Camper IPA",217,0.066,NA,"American IPA",12
394,"Miami Brewing Company","Miami","FL","Gator Tail Brown Ale",1507,0.053,30,"American Brown Ale",12
394,"Miami Brewing Company","Miami","FL","Big Rod Coconut Ale",1325,0.053,16,"American Blonde Ale",12
394,"Miami Brewing Company","Miami","FL","Shark Bait",1508,0.053,11,"Fruit / Vegetable Beer",12
394,"Miami Brewing Company","Miami","FL","Miami Vice IPA",1506,0.071,62,"American IPA",12
395,"Schilling & Company","Seattle","WA","Schilling Hard Cider",1245,0.065,NA,"Cider",12
395,"Schilling & Company","Seattle","WA","Oak Aged Cider",1503,0.065,NA,"Cider",12
395,"Schilling & Company","Seattle","WA","Ginger Cider",1466,0.065,NA,"Cider",12
396,"Hops & Grain Brewery","Austin","TX","The One They Call Zoe",1004,0.051,NA,"American Pale Lager",12
396,"Hops & Grain Brewery","Austin","TX","Green House India Pale Ale",1501,0.07,NA,"American IPA",12
396,"Hops & Grain Brewery","Austin","TX","Pale Dog",501,0.06,50,"American Pale Ale (APA)",12
396,"Hops & Grain Brewery","Austin","TX","Alteration",502,0.051,40,"Altbier",12
397,"White Flame Brewing Company","Hudsonville","MI","Super G IPA",1498,0.06,NA,"American IPA",16
398,"Ruhstaller Beer Company","Sacramento","CA","1881 California Red",1479,0.056,35,"American Amber / Red Ale",12
398,"Ruhstaller Beer Company","Sacramento","CA","CAPT Black IPA",1478,0.073,55,"American Black Ale",12
398,"Ruhstaller Beer Company","Sacramento","CA","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12
398,"Ruhstaller Beer Company","Sacramento","CA","1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16
398,"Ruhstaller Beer Company","Sacramento","CA","CAPT Black IPA",883,0.073,55,"American Black Ale",16
399,"Saugatuck Brewing Company","Douglas","MI","Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16
400,"Moab Brewery","Moab","UT","Rocket Bike American Lager",645,0.04,NA,"California Common / Steam Beer",16
400,"Moab Brewery","Moab","UT","Johnny's American IPA",644,0.04,NA,"American IPA",16
400,"Moab Brewery","Moab","UT","Dead Horse Amber",902,0.04,NA,"American Pale Wheat Ale",16
400,"Moab Brewery","Moab","UT","Squeaky Bike Nut Brown Ale",1476,0.04,NA,"American Brown Ale",16
401,"Macon Beer Company","Macon","GA","Macon Progress Ale",1475,0.05,NA,"American Pale Ale (APA)",12
401,"Macon Beer Company","Macon","GA","Macon History Ale",1008,0.055,NA,"American Brown Ale",12
402,"Amnesia Brewing Company","Washougal","WA","Desolation IPA",837,0.062,43,"American IPA",16
402,"Amnesia Brewing Company","Washougal","WA","Damnesia",1473,0.062,NA,"American IPA",16
402,"Amnesia Brewing Company","Washougal","WA","Dusty Trail Pale Ale",1474,0.054,NA,"American Pale Ale (APA)",16
403,"Wolverine State Brewing Company","Ann Arbor","MI","Wolverine Premium Lager",1468,0.047,15,"American Pale Lager",12
404,"Red Tank Cider Company","Bend","OR","Happy Cider",1467,0.055,NA,"Cider",16
405,"Cascadia Ciderworks United","Portland","OR","Dry Hard Apple Cider",1464,0.069,NA,"Cider",16
405,"Cascadia Ciderworks United","Portland","OR","Granny Smith Hard Apple Cider",1465,0.069,NA,"Cider",16
406,"Fate Brewing Company","Boulder","CO","Moirai India Pale Ale",1451,0.07,70,"American IPA",16
406,"Fate Brewing Company","Boulder","CO","Sudice American Stout",1455,0.07,58,"American Stout",16
406,"Fate Brewing Company","Boulder","CO","Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16
406,"Fate Brewing Company","Boulder","CO","Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16
406,"Fate Brewing Company","Boulder","CO","Norns Roggenbier",1453,0.05,20,"Roggenbier",16
407,"Lazy Monk Brewing","Eau Claire","WI","Lazy Monk Bohemian Pilsner",1445,0.05,NA,"Czech Pilsener",16
408,"Bitter Root Brewing","Hamilton","MT","Single Hop Ale",1413,0.063,NA,"American Pale Ale (APA)",12
408,"Bitter Root Brewing","Hamilton","MT","Blown Out Brown",1441,0.052,NA,"American Brown Ale",12
408,"Bitter Root Brewing","Hamilton","MT","Sawtooth Ale",1411,0.054,NA,"American Blonde Ale",12
409,"10 Barrel Brewing Company","Bend","OR","Pub Beer",1436,0.05,NA,"American Pale Lager",12
410,"Tamarack Brewing Company","Lakeside","MT","Hat Trick Hop IPA",1433,0.068,NA,"American IPA",16
410,"Tamarack Brewing Company","Lakeside","MT","Yard Sale Amber Ale",1432,0.056,NA,"American Amber / Red Ale",16
411,"New England Brewing Company","Woodbridge","CT","Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,"American Double / Imperial IPA",12
411,"New England Brewing Company","Woodbridge","CT","Atlantic Amber Ale (2007)",40,0.05,NA,"American Amber / Red Ale",12
411,"New England Brewing Company","Woodbridge","CT","Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,"American Double / Imperial IPA",16
411,"New England Brewing Company","Woodbridge","CT","Atlantic Amber Ale (2004)",757,0.05,NA,"American Amber / Red Ale",12
411,"New England Brewing Company","Woodbridge","CT","Sea Hag IPA",885,0.062,NA,"American IPA",12
411,"New England Brewing Company","Woodbridge","CT","Elm City Lager (2007)",41,0.05,NA,"American Pilsner",12
411,"New England Brewing Company","Woodbridge","CT","Sea Hag IPA (Current)",39,0.062,NA,"American IPA",12
411,"New England Brewing Company","Woodbridge","CT","Weiss Trash Culture",1417,0.034,6,"Berliner Weissbier",12
411,"New England Brewing Company","Woodbridge","CT","668 Neighbor of the Beast (16 oz.) (2010)",43,0.09,NA,"Belgian Pale Ale",16
411,"New England Brewing Company","Woodbridge","CT","Elm City Pilsner",884,0.05,NA,"American Pilsner",12
411,"New England Brewing Company","Woodbridge","CT","668 Neighbor of the Beast12 oz.",568,0.09,NA,"Belgian Pale Ale",12
412,"Seattle Cider Company","Seattle","WA","Dry Hard Cider",1415,0.065,NA,"Cider",16
412,"Seattle Cider Company","Seattle","WA","Dry Cider",1416,0.065,NA,"Cider",16
413,"Straight to Ale","Huntsville","AL","Monkeynaut IPA",637,0.072,70,"American IPA",12
413,"Straight to Ale","Huntsville","AL","Sand Island Lighthouse",1410,0.051,25,"Kölsch",12
413,"Straight to Ale","Huntsville","AL","Lily Flagg Milk Stout",925,0.05,30,"Milk / Sweet Stout",12
414,"Austin Beerworks","Austin","TX","Heavy Machinery IPA Series #1: Heavy Fist",1409,0.07,NA,"American Black Ale",16
414,"Austin Beerworks","Austin","TX","Black Thunder",340,0.052,NA,"Schwarzbier",12
414,"Austin Beerworks","Austin","TX","Fire Eagle IPA",343,0.062,NA,"American IPA",12
414,"Austin Beerworks","Austin","TX","Peacemaker",342,0.051,NA,"American Pale Ale (APA)",12
414,"Austin Beerworks","Austin","TX","Pearl-Snap",341,0.053,NA,"German Pilsener",12
415,"Blue Mountain Brewery","Arrington","VA","Kölsch 151",1408,0.049,16,"Kölsch",12
416,"Coastal Empire Beer Company","Savannah","GA","Savannah Brown Ale",1406,0.062,55,"American Brown Ale",12
416,"Coastal Empire Beer Company","Savannah","GA","Tybee Island Blonde",1407,0.047,17,"American Blonde Ale",12
417,"Jack's Hard Cider (Hauser Estate...","Biglerville","PA","Jack's Hard Cider",823,0.051,NA,"Cider",12
417,"Jack's Hard Cider (Hauser Estate...","Biglerville","PA","Helen's Blend",1405,0.05,NA,"Cider",12
418,"Boulder Beer Company","Boulder","CO","Hazed & Infused (2010)",81,0.049,35,"American Pale Ale (APA)",12
418,"Boulder Beer Company","Boulder","CO","Hazed & Infused",1395,0.049,35,"American Pale Ale (APA)",12
418,"Boulder Beer Company","Boulder","CO","Hoopla Pale Ale",808,0.057,35,"American Pale Ale (APA)",12
419,"Coalition Brewing Company","Portland","OR","Cascadian Dark Ale",1393,0.06,75,"American Black Ale",12
419,"Coalition Brewing Company","Portland","OR","Wheat the People",893,0.044,13,"American Pale Wheat Ale",16
420,"Sanitas Brewing Company","Boulder","CO","Sanitas Black IPA",1391,0.068,65,"American Black Ale",12
420,"Sanitas Brewing Company","Boulder","CO","Sanitas Saison Ale",1392,0.058,20,"Saison / Farmhouse Ale",12
421,"Gore Range Brewery","Edwards","CO","Beaver Logger",1383,0.052,19,"American Pale Lager",12
422,"Redstone Meadery","Boulder","CO","Sunshine Nectar",1374,0.08,NA,"Mead",16
422,"Redstone Meadery","Boulder","CO","Nectar of the Hops",1375,0.08,NA,"Mead",16
422,"Redstone Meadery","Boulder","CO","Black Raspberry Nectar",1373,0.08,NA,"Mead",16
423,"Blue Dog Mead","Eugene","OR","Yellow Collar",1372,0.059,NA,"Mead",12
423,"Blue Dog Mead","Eugene","OR","Green Collar",1371,0.059,NA,"Mead",12
424,"Hess Brewing Company","San Diego","CA","Ex Umbris Rye Imperial Stout",904,0.099,85,"American Double / Imperial Stout",16
424,"Hess Brewing Company","San Diego","CA","Grazias",1351,0.063,30,"Cream Ale",16
424,"Hess Brewing Company","San Diego","CA","Habitus IPA",1346,0.08,86,"American IPA",16
425,"Wynkoop Brewing Company","Denver","CO","Rail Yard Ale",807,0.052,NA,"American Amber / Red Ale",12
425,"Wynkoop Brewing Company","Denver","CO","Patty's Chile Beer",1345,0.042,NA,"Chile Beer",12
425,"Wynkoop Brewing Company","Denver","CO","Wynkoop Pumpkin Ale",1045,0.055,NA,"Pumpkin Ale",12
425,"Wynkoop Brewing Company","Denver","CO","B3K Black Lager",620,0.055,NA,"Schwarzbier",12
425,"Wynkoop Brewing Company","Denver","CO","Rocky Mountain Oyster Stout",1035,0.075,NA,"American Stout",12
425,"Wynkoop Brewing Company","Denver","CO","Rail Yard Ale (2009)",84,0.052,NA,"American Amber / Red Ale",12
425,"Wynkoop Brewing Company","Denver","CO","Silverback Pale Ale",145,0.055,40,"American Pale Ale (APA)",12
425,"Wynkoop Brewing Company","Denver","CO","Colorojo Imperial Red Ale",1316,0.082,NA,"American Strong Ale",12
425,"Wynkoop Brewing Company","Denver","CO","Belgorado",928,0.067,45,"Belgian IPA",12
426,"Ciderboys","Stevens Point","WI","Magic Apple",1341,0.05,NA,"Cider",12
426,"Ciderboys","Stevens Point","WI","First Press",1342,0.05,NA,"Cider",12
427,"Armadillo Ale Works","Denton","TX","Quakertown Stout",1333,0.092,50,"American Double / Imperial Stout",12
427,"Armadillo Ale Works","Denton","TX","Greenbelt Farmhouse Ale",1332,0.051,20,"Saison / Farmhouse Ale",12
428,"Roanoke Railhouse Brewery","Roanoke","VA","Track 1 Amber Lager",1330,0.045,NA,"American Amber / Red Lager",16
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly Summer Lager",53,0.045,17,"Munich Helles Lager",12
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly Black Lager",1323,0.05,NA,"Schwarzbier",12
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly American Brown Ale",1077,0.05,30,"American Brown Ale",12
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly IPA",1078,0.045,30,"American IPA",12
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly Hefeweizen",588,0.041,16,"Hefeweizen",12
429,"Schlafly Brewing Company","Saint Louis","MO","Schlafly Yakima Wheat Ale",1324,0.05,45,"American Pale Wheat Ale",12
430,"Asher Brewing Company","Boulder","CO","Green Bullet Organic India Pale Ale",1322,0.07,45,"American IPA",16
431,"Lost Rhino Brewing Company","Ashburn","VA","Face Plant IPA",1309,0.062,65,"American IPA",12
431,"Lost Rhino Brewing Company","Ashburn","VA","Rhino Chasers Pilsner",1308,0.056,55,"Czech Pilsener",12
432,"North Country Brewing Company","Slippery Rock","PA","Slimy Pebble Pils",1304,0.045,NA,"German Pilsener",12
432,"North Country Brewing Company","Slippery Rock","PA","Buck Snort Stout",1306,0.061,NA,"American Stout",12
